ID,X,Y,Z
3532,116.00,94.00,6.66
3533,116.00,95.00,5.66
3534,116.00,96.00,5.24
3535,116.00,97.00,4.83
3536,116.00,98.00,4.24
3537,116.00,99.00,3.83
3538,116.00,100.00,3.41
3539,116.00,101.00,2.83
3540,116.00,102.00,2.41
3541,116.00,103.00,1.41
3542,116.00,104.00,1.00
3543,116.00,105.00,1.00
3544,116.00,106.00,0.00
3545,116.00,107.00,0.00
3546,116.00,108.00,1.00
3547,116.00,109.00,1.41
3548,116.00,110.00,2.00
3549,116.00,111.00,2.41
3550,116.00,112.00,2.83
3551,116.00,113.00,3.83
3552,116.00,114.00,4.24
3553,116.00,115.00,4.83
3554,116.00,116.00,5.24
3555,116.00,117.00,5.66
3556,116.00,118.00,6.66
3557,116.00,119.00,7.07
3558,116.00,120.00,7.66
3559,116.00,121.00,8.07
3560,116.00,122.00,8.49
3561,117.00,88.00,9.07
3562,117.00,89.00,8.49
3563,117.00,90.00,8.07
3564,117.00,91.00,7.07
3565,117.00,92.00,6.66
3566,117.00,93.00,6.24
3567,117.00,94.00,5.66
3568,117.00,95.00,5.24
3569,117.00,96.00,4.24
3570,117.00,97.00,3.83
3571,117.00,98.00,3.41
3572,117.00,99.00,2.83
3573,117.00,100.00,2.41
3574,117.00,101.00,2.00
3575,117.00,102.00,1.41
3576,117.00,103.00,1.00
3577,117.00,104.00,0.00
3578,117.00,105.00,0.00
3579,117.00,106.00,1.00
3580,117.00,107.00,1.00
3581,117.00,108.00,1.41
3582,117.00,109.00,2.41
3583,117.00,110.00,2.83
3584,117.00,111.00,3.41
3585,117.00,112.00,3.83
3586,117.00,113.00,4.24
3587,117.00,114.00,5.24
3588,117.00,115.00,5.66
3589,117.00,116.00,6.24
3590,117.00,117.00,6.66
3591,117.00,118.00,7.07
3592,117.00,119.00,8.07
3593,117.00,120.00,8.49
3594,117.00,121.00,9.07
3595,118.00,86.00,9.07
3596,118.00,87.00,8.49
3597,118.00,88.00,8.07
3598,118.00,89.00,7.66
3599,118.00,90.00,7.07
3600,118.00,91.00,6.66
3601,118.00,92.00,5.66
3602,118.00,93.00,5.24
3603,118.00,94.00,4.83
3604,118.00,95.00,4.24
3605,118.00,96.00,3.83
3606,118.00,97.00,2.83
3607,118.00,98.00,2.41
3608,118.00,99.00,2.00
3609,118.00,100.00,1.41
3610,118.00,101.00,1.00
3611,118.00,102.00,1.00
3612,118.00,103.00,0.00
3613,118.00,104.00,1.00
3614,118.00,105.00,1.00
3615,118.00,106.00,1.41
3616,118.00,107.00,2.00
3617,118.00,108.00,2.41
3618,118.00,109.00,2.83
3619,118.00,110.00,3.83
3620,118.00,111.00,4.24
3621,118.00,112.00,4.83
3622,118.00,113.00,5.24
3623,118.00,114.00,5.66
3624,118.00,115.00,6.66
3625,118.00,116.00,7.07
3626,118.00,117.00,7.66
3627,118.00,118.00,8.07
3628,118.00,119.00,8.49
3629,118.00,120.00,9.49
3630,119.00,85.00,8.49
3631,119.00,86.00,8.07
3632,119.00,87.00,7.66
3633,119.00,88.00,7.07
3634,119.00,89.00,6.66
3635,119.00,90.00,6.24
3636,119.00,91.00,5.66
3637,119.00,92.00,5.24
3638,119.00,93.00,4.24
3639,119.00,94.00,3.83
3640,119.00,95.00,3.41
3641,119.00,96.00,2.83
3642,119.00,97.00,2.41
3643,119.00,98.00,1.41
3644,119.00,99.00,1.00
3645,119.00,100.00,1.00
3646,119.00,101.00,0.00
3647,119.00,102.00,0.00
3648,119.00,103.00,1.00
3649,119.00,104.00,1.41
3650,119.00,105.00,2.00
3651,119.00,106.00,2.41
3652,119.00,107.00,2.83
3653,119.00,108.00,3.41
3654,119.00,109.00,3.83
3655,119.00,110.00,4.24
3656,119.00,111.00,5.24
3657,119.00,112.00,5.66
3658,119.00,113.00,6.24
3659,119.00,114.00,6.66
3660,119.00,115.00,7.07
3661,119.00,116.00,8.07
3662,119.00,117.00,8.49
3663,119.00,118.00,9.07
3664,120.00,83.00,9.07
3665,120.00,84.00,8.49
3666,120.00,85.00,8.07
3667,120.00,86.00,7.07
3668,120.00,87.00,6.66
3669,120.00,88.00,6.24
3670,120.00,89.00,5.66
3671,120.00,90.00,5.24
3672,120.00,91.00,4.83
3673,120.00,92.00,4.24
3674,120.00,93.00,3.83
3675,120.00,94.00,2.83
3676,120.00,95.00,2.41
3677,120.00,96.00,2.00
3678,120.00,97.00,1.41
3679,120.00,98.00,1.00
3680,120.00,99.00,0.00
3681,120.00,100.00,0.00
3682,120.00,101.00,1.00
3683,120.00,102.00,1.00
3684,120.00,103.00,1.41
3685,120.00,104.00,2.41
3686,120.00,105.00,2.83
3687,120.00,106.00,3.41
3688,120.00,107.00,3.83
3689,120.00,108.00,4.24
3690,120.00,109.00,4.83
3691,120.00,110.00,5.24
3692,120.00,111.00,5.66
3693,120.00,112.00,6.66
3694,120.00,113.00,7.07
3695,120.00,114.00,7.66
3696,120.00,115.00,8.07
3697,120.00,116.00,8.49
3698,120.00,117.00,9.49
3699,121.00,82.00,8.49
3700,121.00,83.00,8.07
3701,121.00,84.00,7.66
3702,121.00,85.00,7.07
3703,121.00,86.00,6.66
3704,121.00,87.00,5.66
3705,121.00,88.00,5.24
3706,121.00,89.00,4.83
3707,121.00,90.00,4.24
3708,121.00,91.00,3.83
3709,121.00,92.00,3.41
3710,121.00,93.00,2.83
3711,121.00,94.00,2.41
3712,121.00,95.00,1.41
3713,121.00,96.00,1.00
3714,121.00,97.00,1.00
3715,121.00,98.00,0.00
3716,121.00,99.00,0.00
3717,121.00,100.00,1.00
3718,121.00,101.00,1.41
3719,121.00,102.00,2.00
3720,121.00,103.00,2.41
3721,121.00,104.00,2.83
3722,121.00,105.00,3.83
3723,121.00,106.00,4.24
3724,121.00,107.00,4.83
3725,121.00,108.00,5.24
3726,121.00,109.00,5.66
3727,121.00,110.00,6.24
3728,121.00,111.00,6.66
3729,121.00,112.00,7.07
3730,121.00,113.00,8.07
3731,121.00,114.00,8.49
3732,121.00,115.00,9.07
3733,122.00,80.00,9.07
3734,122.00,81.00,8.49
3735,122.00,82.00,8.07
3736,122.00,83.00,7.07
3737,122.00,84.00,6.66
3738,122.00,85.00,6.24
3739,122.00,86.00,5.66
3740,122.00,87.00,5.24
3741,122.00,88.00,4.24
3742,122.00,89.00,3.83
3743,122.00,90.00,3.41
3744,122.00,91.00,2.83
3745,122.00,92.00,2.41
3746,122.00,93.00,2.00
3747,122.00,94.00,1.41
3748,122.00,95.00,1.00
3749,122.00,96.00,0.00
3750,122.00,97.00,0.00
3751,122.00,98.00,1.00
3752,122.00,99.00,1.00
3753,122.00,100.00,1.41
3754,122.00,101.00,2.41
3755,122.00,102.00,2.83
3756,122.00,103.00,3.41
3757,122.00,104.00,3.83
3758,122.00,105.00,4.24
3759,122.00,106.00,5.24
3760,122.00,107.00,5.66
3761,122.00,108.00,6.24
3762,122.00,109.00,6.66
3763,122.00,110.00,7.07
3764,122.00,111.00,7.66
3765,122.00,112.00,8.07
3766,122.00,113.00,8.49
3767,123.00,79.00,8.49
3768,123.00,80.00,8.07
3769,123.00,81.00,7.66
3770,123.00,82.00,7.07
3771,123.00,83.00,6.66
3772,123.00,84.00,5.66
3773,123.00,85.00,5.24
3774,123.00,86.00,4.83
3775,123.00,87.00,4.24
3776,123.00,88.00,3.83
3777,123.00,89.00,2.83
3778,123.00,90.00,2.41
3779,123.00,91.00,2.00
3780,123.00,92.00,1.41
3781,123.00,93.00,1.00
3782,123.00,94.00,1.00
3783,123.00,95.00,0.00
3784,123.00,96.00,0.00
3785,123.00,97.00,1.00
3786,123.00,98.00,1.41
3787,123.00,99.00,2.00
3788,123.00,100.00,2.41
3789,123.00,101.00,2.83
3790,123.00,102.00,3.83
3791,123.00,103.00,4.24
3792,123.00,104.00,4.83
3793,123.00,105.00,5.24
3794,123.00,106.00,5.66
3795,123.00,107.00,6.66
3796,123.00,108.00,7.07
3797,123.00,109.00,7.66
3798,123.00,110.00,8.07
3799,123.00,111.00,8.49
3800,123.00,112.00,9.07
3801,124.00,77.00,9.49
3802,124.00,78.00,8.49
3803,124.00,79.00,8.07
3804,124.00,80.00,7.07
3805,124.00,81.00,6.66
3806,124.00,82.00,6.24
3807,124.00,83.00,5.66
3808,124.00,84.00,5.24
3809,124.00,85.00,4.24
3810,124.00,86.00,3.83
3811,124.00,87.00,3.41
3812,124.00,88.00,2.83
3813,124.00,89.00,2.41
3814,124.00,90.00,1.41
3815,124.00,91.00,1.00
3816,124.00,92.00,1.00
3817,124.00,93.00,0.00
3818,124.00,94.00,0.00
3819,124.00,95.00,1.00
3820,124.00,96.00,1.00
3821,124.00,97.00,1.41
3822,124.00,98.00,2.41
3823,124.00,99.00,2.83
3824,124.00,100.00,3.41
3825,124.00,101.00,3.83
3826,124.00,102.00,4.24
3827,124.00,103.00,5.24
3828,124.00,104.00,5.66
3829,124.00,105.00,6.24
3830,124.00,106.00,6.66
3831,124.00,107.00,7.07
3832,124.00,108.00,8.07
3833,124.00,109.00,8.49
3834,124.00,110.00,9.07
3835,125.00,76.00,9.49
3836,125.00,77.00,8.49
3837,125.00,78.00,8.07
3838,125.00,79.00,7.07
3839,125.00,80.00,6.66
3840,125.00,81.00,5.66
3841,125.00,82.00,5.24
3842,125.00,83.00,4.83
3843,125.00,84.00,4.24
3844,125.00,85.00,3.83
3845,125.00,86.00,2.83
3846,125.00,87.00,2.41
3847,125.00,88.00,2.00
3848,125.00,89.00,1.41
3849,125.00,90.00,1.00
3850,125.00,91.00,0.00
3851,125.00,92.00,0.00
3852,125.00,93.00,1.00
3853,125.00,94.00,1.00
3854,125.00,95.00,1.41
3855,125.00,96.00,2.00
3856,125.00,97.00,2.41
3857,125.00,98.00,2.83
3858,125.00,99.00,3.83
3859,125.00,100.00,4.24
3860,125.00,101.00,4.83
3861,125.00,102.00,5.24
3862,125.00,103.00,5.66
3863,125.00,104.00,6.66
3864,125.00,105.00,7.07
3865,125.00,106.00,7.66
3866,125.00,107.00,8.07
3867,125.00,108.00,8.49
3868,125.00,109.00,9.49
3869,126.00,75.00,9.49
3870,126.00,76.00,8.49
3871,126.00,77.00,8.07
3872,126.00,78.00,7.07
3873,126.00,79.00,6.66
3874,126.00,80.00,5.66
3875,126.00,81.00,5.24
3876,126.00,82.00,4.24
3877,126.00,83.00,3.83
3878,126.00,84.00,3.41
3879,126.00,85.00,2.83
3880,126.00,86.00,2.41
3881,126.00,87.00,1.41
3882,126.00,88.00,1.00
3883,126.00,89.00,1.00
3884,126.00,90.00,0.00
3885,126.00,91.00,0.00
3886,126.00,92.00,1.00
3887,126.00,93.00,1.41
3888,126.00,94.00,2.00
3889,126.00,95.00,2.41
3890,126.00,96.00,2.83
3891,126.00,97.00,3.41
3892,126.00,98.00,3.83
3893,126.00,99.00,4.24
3894,126.00,100.00,5.24
3895,126.00,101.00,5.66
3896,126.00,102.00,6.24
3897,126.00,103.00,6.66
3898,126.00,104.00,7.07
3899,126.00,105.00,8.07
3900,126.00,106.00,8.49
3901,126.00,107.00,9.07
3902,127.00,74.00,9.49
3903,127.00,75.00,8.49
3904,127.00,76.00,8.07
3905,127.00,77.00,7.07
3906,127.00,78.00,6.66
3907,127.00,79.00,5.66
3908,127.00,80.00,5.24
3909,127.00,81.00,4.24
3910,127.00,82.00,3.83
3911,127.00,83.00,2.83
3912,127.00,84.00,2.41
3913,127.00,85.00,2.00
3914,127.00,86.00,1.41
3915,127.00,87.00,1.00
3916,127.00,88.00,0.00
3917,127.00,89.00,0.00
3918,127.00,90.00,1.00
3919,127.00,91.00,1.00
3920,127.00,92.00,1.41
3921,127.00,93.00,2.41
3922,127.00,94.00,2.83
3923,127.00,95.00,3.41
3924,127.00,96.00,3.83
3925,127.00,97.00,4.24
3926,127.00,98.00,4.83
3927,127.00,99.00,5.24
3928,127.00,100.00,5.66
3929,127.00,101.00,6.66
3930,127.00,102.00,7.07
3931,127.00,103.00,7.66
3932,127.00,104.00,8.07
3933,127.00,105.00,8.49
3934,127.00,106.00,9.49
3935,128.00,73.00,9.49
3936,128.00,74.00,8.49
3937,128.00,75.00,8.07
3938,128.00,76.00,7.07
3939,128.00,77.00,6.66
3940,128.00,78.00,5.66
3941,128.00,79.00,5.24
3942,128.00,80.00,4.24
3943,128.00,81.00,3.83
3944,128.00,82.00,2.83
3945,128.00,83.00,2.41
3946,128.00,84.00,1.41
3947,128.00,85.00,1.00
3948,128.00,86.00,1.00
3949,128.00,87.00,0.00
3950,128.00,88.00,0.00
3951,128.00,89.00,1.00
3952,128.00,90.00,1.41
3953,128.00,91.00,2.00
3954,128.00,92.00,2.41
3955,128.00,93.00,2.83
3956,128.00,94.00,3.83
3957,128.00,95.00,4.24
3958,128.00,96.00,4.83
3959,128.00,97.00,5.24
3960,128.00,98.00,5.66
3961,128.00,99.00,6.24
3962,128.00,100.00,6.66
3963,128.00,101.00,7.07
3964,128.00,102.00,8.07
3965,128.00,103.00,8.49
3966,128.00,104.00,9.07
3967,129.00,73.00,8.49
3968,129.00,74.00,8.07
3969,129.00,75.00,7.07
3970,129.00,76.00,6.66
3971,129.00,77.00,5.66
3972,129.00,78.00,5.24
3973,129.00,79.00,4.24
3974,129.00,80.00,3.83
3975,129.00,81.00,2.83
3976,129.00,82.00,2.41
3977,129.00,83.00,1.41
3978,129.00,84.00,1.00
3979,129.00,85.00,0.00
3980,129.00,86.00,0.00
3981,129.00,87.00,1.00
3982,129.00,88.00,1.00
3983,129.00,89.00,1.41
3984,129.00,90.00,2.41
3985,129.00,91.00,2.83
3986,129.00,92.00,3.41
3987,129.00,93.00,3.83
3988,129.00,94.00,4.24
3989,129.00,95.00,5.24
3990,129.00,96.00,5.66
3991,129.00,97.00,6.24
3992,129.00,98.00,6.66
3993,129.00,99.00,7.07
3994,129.00,100.00,7.66
3995,129.00,101.00,8.07
3996,129.00,102.00,8.49
3997,130.00,72.00,8.49
3998,130.00,73.00,8.07
3999,130.00,74.00,7.07
4000,130.00,75.00,6.66
4001,130.00,76.00,5.66
4002,130.00,77.00,5.24
4003,130.00,78.00,4.24
4004,130.00,79.00,3.83
4005,130.00,80.00,2.83
4006,130.00,81.00,2.41
4007,130.00,82.00,1.41
4008,130.00,83.00,1.00
4009,130.00,84.00,0.00
4010,130.00,85.00,0.00
4011,130.00,86.00,1.00
4012,130.00,87.00,1.41
4013,130.00,88.00,2.00
4014,130.00,89.00,2.41
4015,130.00,90.00,2.83
4016,130.00,91.00,3.83
4017,130.00,92.00,4.24
4018,130.00,93.00,4.83
4019,130.00,94.00,5.24
4020,130.00,95.00,5.66
4021,130.00,96.00,6.66
4022,130.00,97.00,7.07
4023,130.00,98.00,7.66
4024,130.00,99.00,8.07
4025,130.00,100.00,8.49
4026,130.00,101.00,9.07
4027,131.00,71.00,9.07
4028,131.00,72.00,8.07
4029,131.00,73.00,7.07
4030,131.00,74.00,6.66
4031,131.00,75.00,5.66
4032,131.00,76.00,5.24
4033,131.00,77.00,4.24
4034,131.00,78.00,3.83
4035,131.00,79.00,2.83
4036,131.00,80.00,2.41
4037,131.00,81.00,1.41
4038,131.00,82.00,1.00
4039,131.00,83.00,0.00
4040,131.00,84.00,1.00
4041,131.00,85.00,1.00
4042,131.00,86.00,1.41
4043,131.00,87.00,2.41
4044,131.00,88.00,2.83
4045,131.00,89.00,3.41
4046,131.00,90.00,3.83
4047,131.00,91.00,4.24
4048,131.00,92.00,5.24
4049,131.00,93.00,5.66
4050,131.00,94.00,6.24
4051,131.00,95.00,6.66
4052,131.00,96.00,7.07
4053,131.00,97.00,8.07
4054,131.00,98.00,8.49
4055,131.00,99.00,9.07
4056,132.00,70.00,9.49
4057,132.00,71.00,8.49
4058,132.00,72.00,7.66
4059,132.00,73.00,6.66
4060,132.00,74.00,5.66
4061,132.00,75.00,5.24
4062,132.00,76.00,4.24
4063,132.00,77.00,3.83
4064,132.00,78.00,2.83
4065,132.00,79.00,2.41
4066,132.00,80.00,1.41
4067,132.00,81.00,1.00
4068,132.00,82.00,0.00
4069,132.00,83.00,1.00
4070,132.00,84.00,1.41
4071,132.00,85.00,2.00
4072,132.00,86.00,2.41
4073,132.00,87.00,2.83
4074,132.00,88.00,3.83
4075,132.00,89.00,4.24
4076,132.00,90.00,4.83
4077,132.00,91.00,5.24
4078,132.00,92.00,5.66
4079,132.00,93.00,6.66
4080,132.00,94.00,7.07
4081,132.00,95.00,7.66
4082,132.00,96.00,8.07
4083,132.00,97.00,8.49
4084,132.00,98.00,9.49
4085,133.00,70.00,9.07
4086,133.00,71.00,8.07
4087,133.00,72.00,7.07
4088,133.00,73.00,6.24
4089,133.00,74.00,5.24
4090,133.00,75.00,4.24
4091,133.00,76.00,3.83
4092,133.00,77.00,2.83
4093,133.00,78.00,2.41
4094,133.00,79.00,1.41
4095,133.00,80.00,1.00
4096,133.00,81.00,0.00
4097,133.00,82.00,1.00
4098,133.00,83.00,1.41
4099,133.00,84.00,2.41
4100,133.00,85.00,2.83
4101,133.00,86.00,3.41
4102,133.00,87.00,3.83
4103,133.00,88.00,4.24
4104,133.00,89.00,5.24
4105,133.00,90.00,5.66
4106,133.00,91.00,6.24
4107,133.00,92.00,6.66
4108,133.00,93.00,7.07
4109,133.00,94.00,8.07
4110,133.00,95.00,8.49
4111,133.00,96.00,9.07
4112,134.00,69.00,9.66
4113,134.00,70.00,8.66
4114,134.00,71.00,7.66
4115,134.00,72.00,6.66
4116,134.00,73.00,5.66
4117,134.00,74.00,4.83
4118,134.00,75.00,3.83
4119,134.00,76.00,2.83
4120,134.00,77.00,2.41
4121,134.00,78.00,1.41
4122,134.00,79.00,1.00
4123,134.00,80.00,0.00
4124,134.00,81.00,1.00
4125,134.00,82.00,1.41
4126,134.00,83.00,2.41
4127,134.00,84.00,2.83
4128,134.00,85.00,3.83
4129,134.00,86.00,4.24
4130,134.00,87.00,4.83
4131,134.00,88.00,5.24
4132,134.00,89.00,5.66
4133,134.00,90.00,6.66
4134,134.00,91.00,7.07
4135,134.00,92.00,7.66
4136,134.00,93.00,8.07
4137,134.00,94.00,8.49
4138,135.00,69.00,9.24
4139,135.00,70.00,8.24
4140,135.00,71.00,7.24
4141,135.00,72.00,6.24
4142,135.00,73.00,5.24
4143,135.00,74.00,4.24
4144,135.00,75.00,3.41
4145,135.00,76.00,2.41
4146,135.00,77.00,1.41
4147,135.00,78.00,1.00
4148,135.00,79.00,0.00
4149,135.00,80.00,1.00
4150,135.00,81.00,1.41
4151,135.00,82.00,2.41
4152,135.00,83.00,2.83
4153,135.00,84.00,3.83
4154,135.00,85.00,4.24
4155,135.00,86.00,5.24
4156,135.00,87.00,5.66
4157,135.00,88.00,6.24
4158,135.00,89.00,6.66
4159,135.00,90.00,7.07
4160,135.00,91.00,8.07
4161,135.00,92.00,8.49
4162,135.00,93.00,9.07
4163,136.00,69.00,8.83
4164,136.00,70.00,7.83
4165,136.00,71.00,6.83
4166,136.00,72.00,5.83
4167,136.00,73.00,4.83
4168,136.00,74.00,3.83
4169,136.00,75.00,2.83
4170,136.00,76.00,2.00
4171,136.00,77.00,1.00
4172,136.00,78.00,0.00
4173,136.00,79.00,1.00
4174,136.00,80.00,1.41
4175,136.00,81.00,2.41
4176,136.00,82.00,2.83
4177,136.00,83.00,3.83
4178,136.00,84.00,4.24
4179,136.00,85.00,5.24
4180,136.00,86.00,5.66
4181,136.00,87.00,6.66
4182,136.00,88.00,7.07
4183,136.00,89.00,7.66
4184,136.00,90.00,8.07
4185,136.00,91.00,8.49
4186,137.00,68.00,9.41
4187,137.00,69.00,8.41
4188,137.00,70.00,7.41
4189,137.00,71.00,6.41
4190,137.00,72.00,5.41
4191,137.00,73.00,4.41
4192,137.00,74.00,3.41
4193,137.00,75.00,2.41
4194,137.00,76.00,1.41
4195,137.00,77.00,1.00
4196,137.00,78.00,0.00
4197,137.00,79.00,1.00
4198,137.00,80.00,2.00
4199,137.00,81.00,2.83
4200,137.00,82.00,3.83
4201,137.00,83.00,4.24
4202,137.00,84.00,5.24
4203,137.00,85.00,5.66
4204,137.00,86.00,6.66
4205,137.00,87.00,7.07
4206,137.00,88.00,8.07
4207,137.00,89.00,8.49
4208,137.00,90.00,9.07
4209,138.00,68.00,9.00
4210,138.00,69.00,8.00
4211,138.00,70.00,7.00
4212,138.00,71.00,6.00
4213,138.00,72.00,5.00
4214,138.00,73.00,4.00
4215,138.00,74.00,3.00
4216,138.00,75.00,2.00
4217,138.00,76.00,1.00
4218,138.00,77.00,0.00
4219,138.00,78.00,1.00
4220,138.00,79.00,1.41
4221,138.00,80.00,2.41
4222,138.00,81.00,3.41
4223,138.00,82.00,4.24
4224,138.00,83.00,5.24
4225,138.00,84.00,5.66
4226,138.00,85.00,6.66
4227,138.00,86.00,7.07
4228,138.00,87.00,8.07
4229,138.00,88.00,8.49
4230,139.00,68.00,8.83
4231,139.00,69.00,7.83
4232,139.00,70.00,6.83
4233,139.00,71.00,5.83
4234,139.00,72.00,4.83
4235,139.00,73.00,3.83
4236,139.00,74.00,2.83
4237,139.00,75.00,2.00
4238,139.00,76.00,1.00
4239,139.00,77.00,0.00
4240,139.00,78.00,1.00
4241,139.00,79.00,2.00
4242,139.00,80.00,2.83
4243,139.00,81.00,3.83
4244,139.00,82.00,4.83
4245,139.00,83.00,5.66
4246,139.00,84.00,6.66
4247,139.00,85.00,7.07
4248,139.00,86.00,8.07
4249,139.00,87.00,8.49
4250,140.00,68.00,8.41
4251,140.00,69.00,7.41
4252,140.00,70.00,6.41
4253,140.00,71.00,5.41
4254,140.00,72.00,4.41
4255,140.00,73.00,3.41
4256,140.00,74.00,2.41
4257,140.00,75.00,1.41
4258,140.00,76.00,1.00
4259,140.00,77.00,0.00
4260,140.00,78.00,1.00
4261,140.00,79.00,2.00
4262,140.00,80.00,3.00
4263,140.00,81.00,4.00
4264,140.00,82.00,5.00
4265,140.00,83.00,6.00
4266,140.00,84.00,7.00
4267,140.00,85.00,8.00
4268,140.00,86.00,8.49
4269,141.00,68.00,8.00
4270,141.00,69.00,7.00
4271,141.00,70.00,6.00
4272,141.00,71.00,5.00
4273,141.00,72.00,4.00
4274,141.00,73.00,3.00
4275,141.00,74.00,2.00
4276,141.00,75.00,1.00
4277,141.00,76.00,0.00
4278,141.00,77.00,1.00
4279,141.00,78.00,1.41
4280,141.00,79.00,2.41
4281,141.00,80.00,3.41
4282,141.00,81.00,4.41
4283,141.00,82.00,5.41
4284,141.00,83.00,6.41
4285,141.00,84.00,7.41
4286,141.00,85.00,8.41
4287,141.00,86.00,9.41
4288,142.00,68.00,8.00
4289,142.00,69.00,7.00
4290,142.00,70.00,6.00
4291,142.00,71.00,5.00
4292,142.00,72.00,4.00
4293,142.00,73.00,3.00
4294,142.00,74.00,2.00
4295,142.00,75.00,1.00
4296,142.00,76.00,0.00
4297,142.00,77.00,1.00
4298,142.00,78.00,2.00
4299,142.00,79.00,2.83
4300,142.00,80.00,3.83
4301,142.00,81.00,4.83
4302,142.00,82.00,5.83
4303,142.00,83.00,6.83
4304,142.00,84.00,7.83
4305,142.00,85.00,8.83
4306,143.00,68.00,8.00
4307,143.00,69.00,7.00
4308,143.00,70.00,6.00
4309,143.00,71.00,5.00
4310,143.00,72.00,4.00
4311,143.00,73.00,3.00
4312,143.00,74.00,2.00
4313,143.00,75.00,1.00
4314,143.00,76.00,0.00
4315,143.00,77.00,1.00
4316,143.00,78.00,2.00
4317,143.00,79.00,3.00
4318,143.00,80.00,4.00
4319,143.00,81.00,5.00
4320,143.00,82.00,6.00
4321,143.00,83.00,7.00
4322,143.00,84.00,8.00
4323,143.00,85.00,9.00
4324,144.00,68.00,8.00
4325,144.00,69.00,7.00
4326,144.00,70.00,6.00
4327,144.00,71.00,5.00
4328,144.00,72.00,4.00
4329,144.00,73.00,3.00
4330,144.00,74.00,2.00
4331,144.00,75.00,1.00
4332,144.00,76.00,0.00
4333,144.00,77.00,1.00
4334,144.00,78.00,2.00
4335,144.00,79.00,3.00
4336,144.00,80.00,4.00
4337,144.00,81.00,5.00
4338,144.00,82.00,6.00
4339,144.00,83.00,7.00
4340,144.00,84.00,8.00
4341,144.00,85.00,9.00
4342,145.00,68.00,8.00
4343,145.00,69.00,7.00
4344,145.00,70.00,6.00
4345,145.00,71.00,5.00
4346,145.00,72.00,4.00
4347,145.00,73.00,3.00
4348,145.00,74.00,2.00
4349,145.00,75.00,1.00
4350,145.00,76.00,0.00
4351,145.00,77.00,1.00
4352,145.00,78.00,2.00
4353,145.00,79.00,2.83
4354,145.00,80.00,3.83
4355,145.00,81.00,4.83
4356,145.00,82.00,5.83
4357,145.00,83.00,6.83
4358,145.00,84.00,7.83
4359,145.00,85.00,8.83
4360,146.00,68.00,8.00
4361,146.00,69.00,7.00
4362,146.00,70.00,6.00
4363,146.00,71.00,5.00
4364,146.00,72.00,4.00
4365,146.00,73.00,3.00
4366,146.00,74.00,2.00
4367,146.00,75.00,1.00
4368,146.00,76.00,0.00
4369,146.00,77.00,1.00
4370,146.00,78.00,1.41
4371,146.00,79.00,2.41
4372,146.00,80.00,3.41
4373,146.00,81.00,4.41
4374,146.00,82.00,5.41
4375,146.00,83.00,6.41
4376,146.00,84.00,7.41
4377,146.00,85.00,8.41
4378,147.00,68.00,8.00
4379,147.00,69.00,7.00
4380,147.00,70.00,6.00
4381,147.00,71.00,5.00
4382,147.00,72.00,4.00
4383,147.00,73.00,3.00
4384,147.00,74.00,2.00
4385,147.00,75.00,1.00
4386,147.00,76.00,0.00
4387,147.00,77.00,0.00
4388,147.00,78.00,1.00
4389,147.00,79.00,2.00
4390,147.00,80.00,3.00
4391,147.00,81.00,4.00
4392,147.00,82.00,5.00
4393,147.00,83.00,6.00
4394,147.00,84.00,7.00
4395,147.00,85.00,8.00
4396,148.00,68.00,8.41
4397,148.00,69.00,7.41
4398,148.00,70.00,6.41
4399,148.00,71.00,5.41
4400,148.00,72.00,4.41
4401,148.00,73.00,3.41
4402,148.00,74.00,2.41
4403,148.00,75.00,1.41
4404,148.00,76.00,1.00
4405,148.00,77.00,0.00
4406,148.00,78.00,1.00
4407,148.00,79.00,2.00
4408,148.00,80.00,3.00
4409,148.00,81.00,4.00
4410,148.00,82.00,5.00
4411,148.00,83.00,6.00
4412,148.00,84.00,7.00
4413,148.00,85.00,8.00
4414,148.00,86.00,9.00
4415,149.00,68.00,8.83
4416,149.00,69.00,7.83
4417,149.00,70.00,6.83
4418,149.00,71.00,5.83
4419,149.00,72.00,4.83
4420,149.00,73.00,3.83
4421,149.00,74.00,2.83
4422,149.00,75.00,2.00
4423,149.00,76.00,1.00
4424,149.00,77.00,0.00
4425,149.00,78.00,1.00
4426,149.00,79.00,2.00
4427,149.00,80.00,2.83
4428,149.00,81.00,3.83
4429,149.00,82.00,4.83
4430,149.00,83.00,5.66
4431,149.00,84.00,6.66
4432,149.00,85.00,7.66
4433,149.00,86.00,8.49
4434,150.00,68.00,9.00
4435,150.00,69.00,8.00
4436,150.00,70.00,7.00
4437,150.00,71.00,6.00
4438,150.00,72.00,5.00
4439,150.00,73.00,4.00
4440,150.00,74.00,3.00
4441,150.00,75.00,2.00
4442,150.00,76.00,1.00
4443,150.00,77.00,0.00
4444,150.00,78.00,1.00
4445,150.00,79.00,1.41
4446,150.00,80.00,2.41
4447,150.00,81.00,3.41
4448,150.00,82.00,4.24
4449,150.00,83.00,5.24
4450,150.00,84.00,6.24
4451,150.00,85.00,7.07
4452,150.00,86.00,8.07
4453,150.00,87.00,9.07
4454,151.00,68.00,9.41
4455,151.00,69.00,8.41
4456,151.00,70.00,7.41
4457,151.00,71.00,6.41
4458,151.00,72.00,5.41
4459,151.00,73.00,4.41
4460,151.00,74.00,3.41
4461,151.00,75.00,2.41
4462,151.00,76.00,1.41
4463,151.00,77.00,1.00
